biomass_mu,biomass_sd,biomass_n,biomass_etot,biomass_percent,site_code,collection_period,lowest_taxon,order,family,genus,species,guild,transient,transient_type,is_diadromous,annualrain,EA_order_mu,EA_order_sd,EA_species_mu,EA_species_sd,EA_transient_mu,EA_transient_sd
1.669956725,NA,NA,3.0217598196283313,55.26437654483739,GC,2017-Q4,P. pugio,Decapoda,Palaemonidae,Palaemonidae,pugio,Invertebrate,Transient,Amphidromous,Diadromous,84.25101449,4.318025002809479,2.6453772149574415,NA,NA,NA,NA
1.595487568,NA,NA,3.611186754815124,44.18180715446498,WM,2020-Q1,Cambaridae,Decapoda,Cambaridae,Cambaridae,ninae,Invertebrate,Resident,Freshwater,Freshwater,94.17101449,10.769509260041756,5.505333812424483,NA,NA,NA,NA
1.5668986132778646,NA,1,7.519666833500109,20.837340908473937,EM,2020-Q1,I. bubalus,Cypriniformes,Catostomidae,Catostomidae,bubalus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.521119187,NA,NA,7.005587403496204,21.71294281819782,PL,2020-Q2,Oligochaeta,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.507934808,NA,NA,1.87492976,80.42620263278556,TR,2018-Q4,Thiaridae,Gastropoda,Thiaridae,Thiaridae,tuberculata,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.504175573,NA,NA,13.980174320652647,10.759347762766518,PL,2020-Q1,Chironomidae,Diptera,Chironomidae,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.501765181,NA,NA,1.7796239544985792,84.38665804670696,WM,2020-Q3,P. pugio,Decapoda,Palaemonidae,Palaemonidae,pugio,Invertebrate,Transient,Amphidromous,Diadromous,94.17101449,10.769509260041756,5.505333812424483,NA,NA,NA,NA
1.4997433975,NA,NA,7.519666833500109,19.94427985583942,EM,2020-Q1,Oligochaeta,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.409760613,NA,NA,1.7641965136584237,79.9094999953589,WM,2020-Q2,P. pugio,Decapoda,Palaemonidae,Palaemonidae,pugio,Invertebrate,Transient,Amphidromous,Diadromous,94.17101449,10.769509260041756,5.505333812424483,NA,NA,NA,NA
1.397217411,NA,NA,5.596569784802734,24.965603302117113,PL,2018-Q1,Oligochaeta,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.379932133,NA,NA,2.9836344061555415,46.25004089485829,GC,2020-Q1,P. pugio,Decapoda,Palaemonidae,Palaemonidae,pugio,Invertebrate,Transient,Amphidromous,Diadromous,84.25101449,4.318025002809479,2.6453772149574415,NA,NA,NA,NA
1.371103854513544,0.9516012240789246,2,3.070471868693322,44.654499801590255,EM,2018-Q1,L. oculatus,Lepisosteiformes,Lepisosteidae,Lepisosteidae,oculatus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.329676039,NA,NA,4.0391623168466415,32.919599033050815,EM,2018-Q2,Oligochaeta,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.3250225899999999,NA,NA,3.529430249,37.542110100501944,PD,2018-Q4,Thiaridae,Gastropoda,Thiaridae,Thiaridae,tuberculata,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.3228291005686033,0.6253392058795636,2,4.926419072733781,26.851737155088102,EM,2018-Q3,L. oculatus,Lepisosteiformes,Lepisosteidae,Lepisosteidae,oculatus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.3131049333333331,NA,NA,4.972792065202841,26.40578805861998,PD,2018-Q3,Thiaridae,Gastropoda,Thiaridae,Thiaridae,tuberculata,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.2446197640213412,1.7597079998324017,3,4.0391623168466415,30.81380906209808,EM,2018-Q2,L. oculatus,Lepisosteiformes,Lepisosteidae,Lepisosteidae,oculatus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.218313334,NA,NA,5.596569784802734,21.768929555891223,PL,2018-Q1,M. ohione,Decapoda,Palaemonidae,Palaemonidae,ohione,Invertebrate,Transient,Amphidromous,Diadromous,82.05065217,29.1105445897837,10.849031129252875,NA,NA,NA,NA
1.207427278,NA,NA,7.519666833500109,16.056925190101676,EM,2020-Q1,P. pugio,Decapoda,Palaemonidae,Palaemonidae,pugio,Invertebrate,Transient,Amphidromous,Diadromous,95.02463768,19.233371597173324,5.999402697290247,NA,NA,NA,NA
1.1823894276647418,1.4942211177778602,2,2.1051852915637106,56.165575182528215,SF,2017-Q4,H. cyanoguttatus,Cichliformes,Cichlidae,Cichlidae,cyanoguttatus,Fish,Resident,Freshwater,Freshwater,56.67231884,9.032785015968212,4.635744641273382,NA,NA,NA,NA
1.1755116174464142,0.8770888932026346,3,8.157987312684167,14.409333728905294,PL,2018-Q2,L. megalotis,Centrarchiformes,Centrarchidae,Centrarchidae,megalotis,Fish,Resident,Freshwater,Freshwater,82.05065217,32.57633213954571,7.211514836778687,NA,NA,NA,NA
1.1490924663368571,NA,1,7.48511501187425,15.351700869177796,MR,2020-Q2,I. punctatus,Siluriformes,Ictaluridae,Ictaluridae,punctatus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.110446708298623,NA,1,5.971753202350776,18.594986608982712,PL,2020-Q3,L. megalotis,Centrarchiformes,Centrarchidae,Centrarchidae,megalotis,Fish,Resident,Freshwater,Freshwater,82.05065217,32.57633213954571,7.211514836778687,NA,NA,NA,NA
1.0310803368506531,NA,1,5.971753202350776,17.265956946190762,PL,2020-Q3,L. oculatus,Lepisosteiformes,Lepisosteidae,Lepisosteidae,oculatus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
1.00024444,NA,NA,6.586498665905336,15.186284712660958,SF,2020-Q1,Gomphidae,Odonata,Gomphidae,Gomphidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.998100086,NA,NA,4.972792065202841,20.07122101453255,PD,2018-Q3,P. pugio,Decapoda,Palaemonidae,Palaemonidae,pugio,Invertebrate,Transient,Amphidromous,Diadromous,78.72898551,10.52814865259754,6.181617490898043,NA,NA,NA,NA
0.9974864973333332,NA,NA,4.672556712237133,21.34776651765357,MR,2018-Q2,Oligochaeta,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.982229143,NA,NA,2.221675096121809,44.21119652979837,SF,2020-Q3,Corbiculidae,Bivalva,Corbiculidae,Corbiculidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.9449662231917316,NA,1,4.143320792909887,22.806977070391753,PD,2020-Q3,L. auritus,Centrarchiformes,Centrarchidae,Centrarchidae,auritus,Fish,Resident,Freshwater,Freshwater,78.72898551,12.994807195521693,6.103731118172829,NA,NA,NA,NA
0.944034104,NA,NA,13.980174320652647,6.752663324128914,PL,2020-Q1,Oligochaeta,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.940159347,NA,NA,1.820442481,51.644551080985245,SF,2018-Q4,Gomphidae,Odonata,Gomphidae,Gomphidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.9289752935383656,NA,1,2.994482600324891,31.022898361058264,SF,2018-Q1,P. latipinna,Cyprinodontiformes,Poeciliidae,Poeciliidae,latipinna,Fish,Transient,Euryhaline,Euryhaline,56.67231884,14.169042842039309,5.059296893131048,NA,NA,NA,NA
0.8928357206666667,NA,NA,5.068304016927193,17.616064815464135,AR,2018-Q3,Thiaridae,Gastropoda,Thiaridae,Thiaridae,tuberculata,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.8927451688491694,NA,1,7.005587403496204,12.743330679218085,PL,2020-Q2,L. megalotis,Centrarchiformes,Centrarchidae,Centrarchidae,megalotis,Fish,Resident,Freshwater,Freshwater,82.05065217,32.57633213954571,7.211514836778687,NA,NA,NA,NA
0.87886939,NA,NA,2.4698642557330692,35.583712261107515,PL,2017-Q4,M. ohione,Decapoda,Palaemonidae,Palaemonidae,ohione,Invertebrate,Transient,Amphidromous,Diadromous,82.05065217,29.1105445897837,10.849031129252875,NA,NA,NA,NA
0.8787189436666666,NA,NA,8.157987312684167,10.77127127055494,PL,2018-Q2,Oligochaeta,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.8625450769756124,NA,1,2.7714894819209945,31.12207650803564,PL,2019-Q4,A. natalis,Siluriformes,Ictaluridae,Ictaluridae,natalis,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.8558607726944465,NA,1,6.586498665905336,12.994169073847456,SF,2020-Q1,P. latipinna,Cyprinodontiformes,Poeciliidae,Poeciliidae,latipinna,Fish,Transient,Euryhaline,Euryhaline,56.67231884,14.169042842039309,5.059296893131048,NA,NA,NA,NA
0.8514651416666668,NA,NA,2.994482600324891,28.434466160340545,SF,2018-Q1,Gomphidae,Odonata,Gomphidae,Gomphidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.8297480610000001,NA,NA,3.611186754815124,22.977157298597795,WM,2020-Q1,P. pugio,Decapoda,Palaemonidae,Palaemonidae,pugio,Invertebrate,Transient,Amphidromous,Diadromous,94.17101449,10.769509260041756,5.505333812424483,NA,NA,NA,NA
0.8217018048912031,NA,1,1.8041302119828184,45.54559307490986,PL,2020-Q4,L. megalotis,Centrarchiformes,Centrarchidae,Centrarchidae,megalotis,Fish,Resident,Freshwater,Freshwater,82.05065217,32.57633213954571,7.211514836778687,NA,NA,NA,NA
0.8115321518138287,NA,1,1.468416434407506,55.265804222715275,SF,2019-Q4,H. cyanoguttatus,Cichliformes,Cichlidae,Cichlidae,cyanoguttatus,Fish,Resident,Freshwater,Freshwater,56.67231884,9.032785015968212,4.635744641273382,NA,NA,NA,NA
0.796145191384455,NA,1,26.77420606066168,2.973552939648884,SF,2020-Q2,L. macrochirus,Centrarchiformes,Centrarchidae,Centrarchidae,macrochirus,Fish,Resident,Freshwater,Freshwater,56.67231884,37.702648282190474,6.429605814917781,NA,NA,NA,NA
0.7849907593155901,NA,1,4.5597516275075884,17.21564732999887,GC,2018-Q1,L. oculatus,Lepisosteiformes,Lepisosteidae,Lepisosteidae,oculatus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.7829712919999999,NA,NA,4.672556712237133,16.756806609739954,MR,2018-Q2,Corbiculidae,Bivalva,Corbiculidae,Corbiculidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.7638043418839507,NA,1,2.299017947325849,33.22306999701267,GC,2019-Q4,L. auritus,Centrarchiformes,Centrarchidae,Centrarchidae,auritus,Fish,Resident,Freshwater,Freshwater,84.25101449,3.891743521734891,2.0018587878431737,NA,NA,NA,NA
0.7525618809575668,NA,1,4.143320792909887,18.1632540315334,PD,2020-Q3,H. cyanoguttatus,Cichliformes,Cichlidae,Cichlidae,cyanoguttatus,Fish,Resident,Freshwater,Freshwater,78.72898551,16.73820053970863,9.720416793431292,NA,NA,NA,NA
0.7456926194263689,NA,1,4.143320792909887,17.99746282504626,PD,2020-Q3,L. macrochirus,Centrarchiformes,Centrarchidae,Centrarchidae,macrochirus,Fish,Resident,Freshwater,Freshwater,78.72898551,12.994807195521693,6.103731118172829,NA,NA,NA,NA
0.7365566473033726,1.0416484000724855,2,12.85635382845681,5.729125513588824,AR,2017-Q4,L. oculatus,Lepisosteiformes,Lepisosteidae,Lepisosteidae,oculatus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.7361262546666667,NA,NA,3.036593327297654,24.24184522995594,GC,2018-Q2,Hyalellidae,Amphipoda,Hyalellidae,Hyalellidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.7295680473413096,NA,1,1.227740324656788,59.423644616809234,SF,2020-Q4,H. cyanoguttatus,Cichliformes,Cichlidae,Cichlidae,cyanoguttatus,Fish,Resident,Freshwater,Freshwater,56.67231884,9.032785015968212,4.635744641273382,NA,NA,NA,NA
0.7253335833333333,NA,NA,1.5207030170240226,47.69725417871484,SF,2018-Q2,Thiaridae,Gastropoda,Thiaridae,Thiaridae,tuberculata,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.723371371747163,NA,1,3.1995700093047144,22.608393304210143,AR,2020-Q2,L. oculatus,Lepisosteiformes,Lepisosteidae,Lepisosteidae,oculatus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.7100663470056365,NA,1,2.7714894819209945,25.620387579947455,PL,2019-Q4,P. latipinna,Cyprinodontiformes,Poeciliidae,Poeciliidae,latipinna,Fish,Transient,Euryhaline,Euryhaline,82.05065217,41.03885046760942,15.194832891018322,NA,NA,NA,NA
0.691041817398603,NA,1,7.005587403496204,9.864152391471588,PL,2020-Q2,L. cyanellus,Centrarchiformes,Centrarchidae,Centrarchidae,cyanellus,Fish,Resident,Freshwater,Freshwater,82.05065217,32.57633213954571,7.211514836778687,NA,NA,NA,NA
0.6770807542594977,0.9575367854955864,2,4.972792065202841,13.615706134132909,PD,2018-Q3,C. carpio,Cyprinodontiformes,Cyprinidae,Cyprinidae,carpio,Fish,Resident,Freshwater,Freshwater,78.72898551,33.05444255102025,21.030842510540687,NA,NA,NA,NA
0.6640929612486095,0.9201377427776788,3,3.036593327297654,21.86967070231968,GC,2018-Q2,L. oculatus,Lepisosteiformes,Lepisosteidae,Lepisosteidae,oculatus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.652339732,NA,NA,13.980174320652647,4.666177381181226,PL,2020-Q1,Elmidae,Coleoptera,Elmidae,Elmidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.6398437723714352,0.42389319624226707,2,3.070471868693322,20.83861372889662,EM,2018-Q1,L. megalotis,Centrarchiformes,Centrarchidae,Centrarchidae,megalotis,Fish,Resident,Freshwater,Freshwater,95.02463768,23.19081847334015,3.7540491011616943,NA,NA,NA,NA
0.626474183,NA,NA,7.005587403496204,8.942493283109311,PL,2020-Q2,M. ohione,Decapoda,Palaemonidae,Palaemonidae,ohione,Invertebrate,Transient,Amphidromous,Diadromous,82.05065217,29.1105445897837,10.849031129252875,NA,NA,NA,NA
0.625991892,NA,NA,13.980174320652647,4.477711633933162,PL,2020-Q1,Gomphidae,Odonata,Gomphidae,Gomphidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.6244780985,NA,NA,3.011194832838267,20.738548422367764,AR,2020-Q1,Chironomidae,Diptera,Chironomidae,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.616935498,NA,NA,1.2850494083636457,48.0086986527306,GC,2020-Q2,Oligochaeta,NA,NA,NA,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.6151319433779644,1.065439779289216,3,3.582179190573409,17.172003706478417,AR,2018-Q2,L. oculatus,Lepisosteiformes,Lepisosteidae,Lepisosteidae,oculatus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.605646736,NA,NA,5.971753202350776,10.14185810226698,PL,2020-Q3,M. ohione,Decapoda,Palaemonidae,Palaemonidae,ohione,Invertebrate,Transient,Amphidromous,Diadromous,82.05065217,29.1105445897837,10.849031129252875,NA,NA,NA,NA
0.6053093075,NA,NA,3.011194832838267,20.10196420699396,AR,2020-Q1,Elmidae,Coleoptera,Elmidae,Elmidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.6031768424636832,NA,1,7.48511501187425,8.058351027429964,MR,2020-Q2,L. oculatus,Lepisosteiformes,Lepisosteidae,Lepisosteidae,oculatus,Fish,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.600038313,NA,NA,2.438398685708099,24.60788371142645,GC,2020-Q3,Nepidae,Hemiptera,Nepidae,Nepidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.5869633204009417,NA,1,1.2317216298101346,47.653894045152065,PD,2019-Q4,M. salmoides,Centrarchiformes,Centrarchidae,Centrarchidae,salmoides,Fish,Resident,Freshwater,Freshwater,78.72898551,12.994807195521693,6.103731118172829,NA,NA,NA,NA
0.5766489216666666,NA,NA,4.0391623168466415,14.276448343300403,EM,2018-Q2,P. pugio,Decapoda,Palaemonidae,Palaemonidae,pugio,Invertebrate,Transient,Amphidromous,Diadromous,95.02463768,19.233371597173324,5.999402697290247,NA,NA,NA,NA
0.572989135,NA,NA,7.46258388246063,7.678160058564982,PD,2020-Q1,Tipulidae,Diptera,Tipulidae,Tipulidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.5697644596197592,0.6526363965359809,3,2.4698642557330692,23.068654817657176,PL,2017-Q4,L. megalotis,Centrarchiformes,Centrarchidae,Centrarchidae,megalotis,Fish,Resident,Freshwater,Freshwater,82.05065217,32.57633213954571,7.211514836778687,NA,NA,NA,NA
0.5564279023333333,NA,NA,2.0318143917617446,27.38576439803963,WM,2017-Q4,Caenidae,Ephemeroptera,Caenidae,Caenidae,NA,Invertebrate,Resident,Freshwater,Freshwater,NA,NA,NA,NA,NA,NA,NA
0.5297469683211437,0.22305471804942176,2,2.1232961328519804,24.949273920147693,TR,2018-Q2,C. variegatus,Cyprinodontiformes,Cyprinodontidae,Cyprinodontidae,variegatus,Fish,Transient,Euryhaline,Euryhaline,54.17231884,89.30229297481705,4.924157303493319,NA,NA,NA,NA
0.5289587559174509,NA,1,26.77420606066168,1.9756281651041367,SF,2020-Q2,M. salmoides,Centrarchiformes,Centrarchidae,Centrarchidae,salmoides,Fish,Resident,Freshwater,Freshwater,56.67231884,37.702648282190474,6.429605814917781,NA,NA,NA,NA
